rank,date,author,likes,comments,shares,total_engagement,hook_type,topic,angle,structure,first_line,full_text,url,image_url,is_original_ruben,matched_draft,match_score,keyword_hits,draft_path
15,2026-01-14,UNKNOWN,63,5,0,68,Experimenter,Founder Story,Contrarian/Challenge,Story → Lesson,"In 2007, VCs told Zendesk's founders to ""get a proper job.""","In 2007, VCs told Zendesk's founders to ""get a proper job.""
In 2022 Zendesk got acquired for $10.2 billion.

Mikkel Svane sat in a conference room watching an IT team struggle with customer service software.

He was the consultant hired to implement it.

Six-figure licensing fees, weeks of configuration and training manuals for basic tasks.

He hated every minute of it.

Not the work itself—the absurdity.

Companies were paying hundreds of thousands for software that made customer service *harder*, not easier.

That night, in his Copenhagen loft, Mikkel and co-founder Morten had the same silent conversation they'd had a hundred times:

""This is insane, why does customer service software have to be this terrible?""
""It doesn't.""

So they sketched something different.

Simple. Web-based. Set up in minutes, not months.

Something that would put consultants like them out of business.

For 18 months, they pitched across Denmark and Europe.

The response?

""There's not a startup tradition in Copenhagen, 
""Get a proper job instead.""

Svane later said: ""We met almost nobody who believed in the idea. Nobody.""

But they kept building and something happened:

Customers started showing up. Word of mouth. One by one.

They hit $1M ARR. Bootstrapped. 

Then a Silicon Valley VC called.
""Move to San Francisco and we're in.""

The three guys everyone dismissed packed their families and crossed the Atlantic.

2014: IPO at $1B+
2022: Acquired for $10.2B

One of the largest software acquisitions in history.

Zendesk was built by three friends who were told to give up.

Who kept building when nobody believed. 

Who hated a problem so much they put themselves out of business to fix it.

That's the culture behind millions of customer conversations every day.

---
PS: Speaking of customer service software that just works, we built Stacksync - Integration Cloud to connect Zendesk to your database, CRM, or warehouse. Real-time. Bi-directional. Minutes to set up.",https://www.linkedin.com/posts/ruben-burdin_in-2007-vcs-told-zendesks-founders-to-activity-7417271079146131456-V8cx?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD30W0IB23cOrr5FXrEYBnmoxsaIyrAoPbY,https://media.licdn.com/dms/image/v2/D4E22AQHoH5_d0QNlBg/feedshare-shrink_480/B4EZu9wvV1KsAw-/0/1768415229858?e=1772668800&v=beta&t=NqyuixDyTO3a9byOWnR5LIVJ1tyKf_97aRd-wBOuNxY,True,,0.0,0,
16,2025-12-17,Patrick Collison,61,2,1,64,Contrarian,Founder Story,Data/Numbers,Story → Lesson,Patrick wrote an email to Paul Graham that would have killed Stripe.,"Patrick wrote an email to Paul Graham that would have killed Stripe.

He never sent it.

That email is worth $95 billion.

January 2010. Palo Alto. 2:47 AM.

Patrick was 21. His brother John slept on a frameless futon in the next room. 

The radiator clanked. The apartment smelled like Maruchan ramen.

37 banks had said no.

His laptop screen glowed with a draft email to Paul Graham:

""We're considering pivoting to something else...""

His finger moved toward Send.
But he stopped.

Paul Graham's essays taught him how to code. 

At 15, in rural Ireland, he'd printed them on a dot-matrix printer and read them like secrets.

He couldn't send a quit email to the man who started everything, right?
He closed the laptop.

The next morning he made one more call.

A woman named Christine at PayByWeb said yes when 37 others didn't.

That yes became Stripe.

Paul Graham would later call it one of YC's best investments ever.",https://www.linkedin.com/posts/ruben-burdin_patrick-wrote-an-email-to-paul-graham-that-activity-7406886438060834816-MVXh?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADe8BX4BelwWTQ01uSbSHmL-HZjOP4FB6iw,https://media.licdn.com/dms/image/v2/D4E22AQF1ODgPAiorhg/feedshare-shrink_1280/B4EZsqL8z9IUAQ-/0/1765939338884?e=1772668800&v=beta&t=TdTlIj9-OXhjgu0M7_CmMgd92hI8Whthd8loOOoYTYI,True,,0.0,0,
17,2026-02-10,UNKNOWN,57,6,0,63,Teacher,Industry/SaaS,Contrarian/Challenge,Listicle/Breakdown,The biggest opportunity in any market is the segment the leaders won't touch.,"The biggest opportunity in any market is the segment the leaders won't touch.
SAP ignored mid-market. NetSuite built a $9.3B company there. 

I think The integration market has the same blind spot right now.

If your company runs NetSuite and Salesforce, your engineering team knows the pain. 

Custom API code to move data between the two. Authentication. Rate limits. Pagination. Retry logic. Every schema change breaks something.

The market offers two paths:

1. Enterprise middleware that costs six figures and takes months to deploy. 
2. Custom code your engineers write and babysit indefinitely.

Companies between $20M and $250M in revenue get squeezed. Too much data for basic tools. Not enough budget for enterprise platforms. So engineering teams become integration teams. Not building product. Maintaining plumbing.

Goldberg saw the same dynamic in 1998 and build Netsuite

When I started building in 2022, I found exactly this. No good option for a mid-market team that needed ERP and CRM data flowing in real time. 

Two paths: 
1. six-figure middleware 
2. custom code that eats your engineering capacity. 

Both were wrong answers.

Goldberg's lesson: find the segment the leaders consider too small to serve. Grow with those customers until you're too big to ignore.

Stacksync is built for that segment. Your ERP and CRM data in a database your engineers already know. SQL queries instead of middleware configurations. No six-figure contracts.

The gap in ERP was worth $9.3 billion. 

The gap in integration is just as wide.",https://www.linkedin.com/posts/ruben-burdin_the-biggest-opportunity-in-any-market-is-activity-7427109724837363713-w7FI?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE,https://media.licdn.com/dms/image/v2/D4D22AQH0_6vPFDgcDg/feedshare-shrink_2048_1536/B4DZxJk761JcAk-/0/1770760945707?e=1772668800&v=beta&t=3Hc4ndvGcCbhXdnvbr_Kr35jcCSZrxOgi6F0uimHR0E,True,Netsuite_Ruben,0.0,5,/Users/TERABYTE10/Downloads/Stacksync/04_linkedin_content/Bangers/drafts/Netsuite_Ruben.md
18,2026-02-02,UNKNOWN,51,5,2,58,Experimenter,Founder Story,Data/Numbers,Listicle/Breakdown,I studied 6 major CRM companies.,"I studied 6 major CRM companies.
Every single founder hated CRMs.

Not ""wanted to improve."" Not ""saw an opportunity."" Hated them.

▪️Salesforce ($38B revenue, 150K customers): Marc Benioff at Oracle, watching companies install software from CDs. He swam with dolphins in Hawaii and came back with a mission: ""The End of Software.""

▪️HubSpot ($3B revenue, 228K customers): Brian Halligan watching cold calls and purchased email lists fail. His MIT co-founder Dharmesh Shah had a blog with zero budget outperforming teams with actual marketing spend.

▪️Zoho ($1.5B revenue, 100M users): Sridhar Vembu seeing enterprise tools priced out of reach for small businesses. Built 55+ apps as an affordable alternative. Bootstrapped. No VC. Ever.

▪️Freshworks ($720M revenue, 72K customers): Girish Mathrubootham saw a Hacker News comment after Zendesk hiked prices 60-300%: ""Someone could take all of Zendesk's customers away."" So he did.

▪️Pipedrive ($200M+ revenue, 100K customers): Timo Rein running a sales training company in Estonia. Frustrated with Salesforce's complexity, he built a CRM from a salesperson's point of view, not management's.

▪️Attio ($116M raised, 4x ARR growth): Nicolas Sharp at a VC firm, struggling to track deal flow. Tried every CRM. None worked. Started coding his own on nights and weekends.

Combined: $43B+ in revenue. 650K+ customers. 100M+ users.
All started the same way.

The pattern:

1. Founder uses existing CRM daily
2. Founder hits breaking point
3. Founder builds the CRM they wished existed

Every CRM revolution started with frustration.
The best products aren't built by people who see opportunity.

They're built by people who can't tolerate the status quo.
What's the tool you hate using every day? 

---
PS: At Stacksync, we hated how CRMs don't talk to databases. So we built real-time, two-way sync.",https://www.linkedin.com/posts/ruben-burdin_i-studied-6-major-crm-companies-every-single-activity-7424231131975450624-Ozym?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,https://media.licdn.com/dms/image/v2/D4D22AQE0HVkDw3CNlg/feedshare-shrink_480/B4DZwgq36CLAAs-/0/1770074636302?e=1772668800&v=beta&t=UDHYjAPR7rds5SMQ5YY7cbhWqrC3yosd2RVkfcqX3XM,True,,0.0,0,
19,2026-01-13,UNKNOWN,44,8,2,54,Teacher,Integration/Data,Contrarian/Challenge,Story → Lesson,Warren Buffett famously avoids tech stocks,"Warren Buffett famously avoids tech stocks
But he invested $735 million in Snowflake:

The Oracle of Omaha, who skipped Amazon, Google, Facebook, wrote a check for a database company.

Why?

Because Snowflake wasn't a tech bet. It was a business model bet.

The same logic that made Buffett billions in insurance applied to cloud data.

It all started in San Mateo, California. 2012:

Three men stand before a whiteboard covered in diagrams. They've been at this for months. Coffee cups stacking. Takeout containers accumulating.

Benoit Dageville, Thierry Cruanes, and Marcin Zukowski

They'd left Oracle—15 years of stable salary, stock options, the comfort of being cogs in a profitable machine.

Now they're in a cramped office, betting everything on an idea the entire industry says is wrong.

The prevailing wisdom: ️Hadoop is the future. Big data means MapReduce. Everyone knows this.

Benoit and Thierry think everyone is wrong.
""We were convinced there were many reasons why Hadoop would fail.""

Their bet: the cloud could do something on-premise never could. Infinite elasticity. Compute that appears when you need it, disappears when you don't.

For 2 years, they built in stealth. But nobody believed them.

▪️Yahoo and Benchmark Capital backed Hortonworks.
▪️Accel and Greylock backed Cloudera.

Every analyst said Hadoop.

Then September 16, 2020.
Snowflake went public. Largest software IPO in history 🚀

Warren Buffett’s Berkshire Hathaway invested $735 million

The three architects who bet against every analyst, every VC, every conference keynote built something worth $70 billion.

Meanwhile:
▪️Hortonworks: merged, absorbed
▪️Cloudera: went private
▪️MapR: acquired by HPE after near-collapse

The smart money was wrong.
The three ""crazy"" guys from Oracle were right.

--
P.S. Snowflake gave you a place to store your data. But getting data in and out? Still painful. Stacksync syncs Snowflake with NetSuite, Salesforce, HubSpot, and 100+ other systems—in real-time.",https://www.linkedin.com/posts/ruben-burdin_warren-buffett-famously-avoids-tech-stocks-activity-7416631407936081921-Q_RS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD30W0IB23cOrr5FXrEYBnmoxsaIyrAoPbY,https://media.licdn.com/dms/image/v2/D4E22AQHVf2RU9eWj8A/feedshare-shrink_2048_1536/B4EZu0q9h5JEAk-/0/1768262720096?e=1772668800&v=beta&t=9i7QqSTFa-FxVD5iHmCn4RJxUF4D2bePS5jxDRAfXa0,True,,0.0,0,
20,2026-01-13,UNKNOWN,41,9,0,50,Teacher,Founder Story,Contrarian/Challenge,Story → Lesson,I stopped trying to feel in control of my company,"I stopped trying to feel in control of my company
It made me a better CEO

For months I thought being a good founder meant having answers. 
Knowing what to do. Feeling confident.

Then I realized something:

As a CEO, I always get into problems that people can't solve. 

Once I know how to solve it, I create a playbook and give it to someone else. 

Then I go to another problem. And that problem is again unresolved.

You're always having problems you don't know how to handle: technical, finance, legal problems that nobody ever told you or warned you about.

If you're comfortable, you're either not delegating enough or not pushing into new territory.

Run a company is about failure. 

It's about getting up faster than you fall. Overall, you fall less than you rise. 

That's what growth looks like.

Building Stacksync taught me this: the discomfort never stops. It just moves to bigger problems.

That's the whole game.",https://www.linkedin.com/posts/ruben-burdin_i-stopped-trying-to-feel-in-control-of-my-activity-7416869800661942272-qsE0?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD30W0IB23cOrr5FXrEYBnmoxsaIyrAoPbY,,True,,0.0,0,
21,2026-01-20,UNKNOWN,43,3,4,50,Experimenter,Integration/Data,Origin Story/Narrative,Story → Lesson,We tested every Salesforce integration tool on the market,"We tested every Salesforce integration tool on the market
Fivetran. Airbyte. Stitch. Heroku Connect. Workato. Celigo.
Same pattern every time: 

batch windows, polling intervals, or locked into one ecosystem.

But what if you need:

▪️Sub-second sync, not ""near real-time"" that's actually 5-15 minutes
▪️Updates that bypass API rate limits entirely (because you're querying Postgres, not Salesforce)
▪️Your own database, anywhere—not vendor lock-in

None of these tools were built for that.
So we built Stacksync.

This is the feedback we've got:

🎖️Acertus migrated from Heroku Connect: ""We went from treating data integration as a necessary evil that consumed our best engineers to having it just work.""

🎖️Nautilus Solar replaced legacy pipelines: ""Error-free sync with custom object support—our team can focus on growth, not maintenance.""

🎖️Eko eliminated CRM integration headaches: ""Stacksync makes my problem disappear. This investment is pure ROI.""

The difference between polling every 15 minutes and syncing in milliseconds is the difference between a report and a live system.

One shows you what happened. 
The other lets you act on it.

Want to see the Salesforce two-way sync in action?
Link in the comments.",https://www.linkedin.com/posts/ruben-burdin_we-tested-every-salesforce-integration-tool-activity-7419460937935388673-AYDH?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,https://media.licdn.com/dms/image/v2/D4E22AQEJyqb4lVvy8A/feedshare-shrink_480/B4EZvc4Z05JAA8-/0/1768937332629?e=1772668800&v=beta&t=c9x_v15tRtH1c9toTyTE0_Tl7DAxtZMAbeP-HsJNVyQ,True,,0.0,0,
22,2026-01-28,Arvind Jeyakumar,37,3,4,44,Magician,Integration/Data,Data/Numbers,Story → Lesson,"A $100M coffee brand, An a16z-backed EDI platform & A real-time sync engine.","A $100M coffee brand, An a16z-backed EDI platform & A real-time sync engine.
Three companies that shouldn't have anything in common.

Except NetSuite.
And the scars from scaling on it.

Feb 4th— Fellow, Orderful, and Stacksync in one room. San Francisco.

Here's who's talking:

🎙️Arvind Jeyakumar — Head of Data at Fellow

Fellow got rejected by investors 73 times.
Bootstrapped for 8 years.
Now they're past $100M in revenue—selling in Target, Costco, and Nordstrom.

Arvind built the data infrastructure that made that scale possible. 

🎙️Blake Harries — Senior Channel Manager at Orderful.

Orderful is a16z-backed and just launched Mosaic—the first product to kill manual EDI mapping entirely.

Liquid Death. Faherty. Some of the fastest-moving brands run their partner onboarding through Orderful. 4x faster. Zero manual mapping.

Blake will share how they're solving the connectivity headaches NetSuite users know too well.

👤 And Stacksync?

We're the ones who figured out real-time, bi-directional sync between NetSuite and everything else. No more batch jobs. No more stale data. No more waiting until tomorrow.

Different products.
Different industries.
Same ERP battles.
Same lessons worth sharing.

Details:

📆 Date: February 4th
📍 Location: Fellow HQ Offices, 320 Florida Street, San Francisco, 94115.
🚗 Parking: Mission Bartlett Garage (3251 21st St) or 16th Street BART

Spots are limited to keep the conversation high-signal.

Link to RSVP in the comments.
See you there.",https://www.linkedin.com/posts/ruben-burdin_a-100m-coffee-brand-an-a16z-backed-edi-activity-7422397226343292928-bbBj?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,https://media.licdn.com/dms/image/v2/D4D22AQEiA-bzYuKKfg/feedshare-shrink_160/B4DZwGm8d0HwAw-/0/1769637398872?e=1772668800&v=beta&t=2fpUNbTpYNb4GcDutgLG2ZRMy-KBscEx1EbY-arlM5s,True,,0.0,0,
23,2025-12-30,UNKNOWN,39,1,1,41,Experimenter,Integration/Data,Origin Story/Narrative,Story → Lesson,Companies I studied and wrote about this year:,"Companies I studied and wrote about this year:


SAP: https://lnkd.in/ey-6taPm

Zoho: https://lnkd.in/ewaJVvfu

Shopify: https://lnkd.in/eSmrcjdf

HubSpot: https://lnkd.in/enEiBY4e

Supabase: https://lnkd.in/ej2Meuzk

Airtable: https://lnkd.in/e-ndkV5c

Lovable: https://lnkd.in/eB3FzBr6

Zendesk: https://lnkd.in/erb7dave

Stripe: https://lnkd.in/ecqc6qPY


Some are loved by developers
Some are hated by developers

But all of them help run REAL businesses.

And we built Stacksync connectors to every one.
Check them out: https://lnkd.in/evwJHzgX",https://www.linkedin.com/posts/ruben-burdin_companies-i-studied-and-wrote-about-this-activity-7411880082392264704-ROqS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADe8BX4BelwWTQ01uSbSHmL-HZjOP4FB6iw,https://media.licdn.com/dms/image/v2/D4E22AQHxf6YvCM0xQA/feedshare-shrink_160/B4EZtxJpllIgAc-/0/1767129916099?e=1772668800&v=beta&t=7CBf55SEILwOCkGhqv5om-WRqmNDmbdytnGmuSh2BuA,True,,0.0,0,
24,2026-01-26,UNKNOWN,30,4,4,38,Teacher,Integration/Data,Origin Story/Narrative,Story → Lesson,🔔 I'm looking for the best NetSuite practitioners in SF.,"🔔 I'm looking for the best NetSuite practitioners in SF.


The ones who've scaled it. Broken it. Fixed it at 2am. 
Built the integrations that actually hold.

Not the people who advise on it. The people who live in it.

Something interesting is coming.

Tag someone who actually runs NetSuite at scale.",https://www.linkedin.com/posts/ruben-burdin_im-looking-for-the-best-netsuite-practitioners-activity-7421663417851179008-FRqu?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,https://media.licdn.com/dms/image/v2/D4E22AQG45NkOawptXA/feedshare-shrink_480/B4EZv8LjJNHwAs-/0/1769462444938?e=1772668800&v=beta&t=Njjg6vZFWsTVpvHUdFlpICVmJHZta4KXaBiQIx1uFMI,True,,0.0,0,
25,2026-02-05,UNKNOWN,28,6,2,36,Magician,Integration/Data,Data/Numbers,Story → Lesson,"40,000 companies run on NetSuite.","40,000 companies run on NetSuite. 
We wanted to meet the practitioners behind them. 
So we brought together the NetSuite community of SF:


The SF NetSuite Series: From Silos to AI-Driven Ops. 
Second edition. 45 people. 

Every one of them lives inside NetSuite every day.
First edition had 15. This one tripled that. (even on a Super Bowl weekend) 

This happened:

▪️Arvind from Fellow (a $100M+ specialty coffee company) showed how they use Stacksync to sync their NetSuite data. 

Watching a company like that walk a room through how they use your product is something I won't forget.

▪️Blake Orderful (a16z-backed, $50M raised, #1 EDI platform) broke down how supply chain data actually moves between systems. 

▪️Even C-levels from Instacart were in the room.

Origami Precision helped us host and keep everything running smoothly.

What I learned going from 15 to 45: details compound. 

The check-in that knew your name. The champagne. The sushi. None of it revolutionary alone. Together it changes how people experience you.

15. Then 45. Next: 100s.

Huge thanks to everyone who came out!",https://www.linkedin.com/posts/ruben-burdin_40000-companies-run-on-netsuite-we-wanted-activity-7425301157910253568-Z6bb?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,https://media.licdn.com/dms/image/v2/D4D22AQEccJ96MFgguQ/feedshare-shrink_1280/B4DZwv4DlYKwAc-/0/1770329750327?e=1772668800&v=beta&t=LZ1fxyK6D1o-B3LeM126NGq5sMbQKg6tHCKV3W2Ji70,True,netsuite_event_ruben,0.32,4,/Users/TERABYTE10/Downloads/Stacksync/04_linkedin_content/Post/netsuite_event_ruben.md
26,2026-01-15,Jennifer Nixon,24,8,3,35,Teacher,Event/Community,Origin Story/Narrative,Story → Lesson,The HubSpot community is special.,"The HubSpot community is special.
Real practitioners helping each other.
No fluff. No influencer games:

We've been showing up there for months.

This week, HubSpot's Developer Community Manager posted about us.
Thank you Jennifer

Swipe to see the full journey.

And DM me if you're are interested in the last page idea. 💡",https://www.linkedin.com/posts/ruben-burdin_stacksync-hubspot-community-activity-7417717131254894593-1AvS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD30W0IB23cOrr5FXrEYBnmoxsaIyrAoPbY,,True,,0.0,0,
27,2026-01-05,UNKNOWN,26,5,2,33,Teacher,Integration/Data,Origin Story/Narrative,Story → Lesson,The definition of a successful company:,"The definition of a successful company: 
Create more value for customers than it captures for itself. 

That's it. Everything else is commentary.

If you create value, customers pay you. If enough customers pay you, you're profitable. 

If you're profitable, you're creating more than you're extracting. That's the proof.

Funding is not proof. It's a bet that proof will come later.
Press is not proof. It's attention that may or may not convert to anything.
Awards are not proof. They're opinions from people who don't use your product.

Customer expansion is proof. It means you solved something real and they want more of it.

I've been running this company long enough to know: the only metric that compounds is customer value. 
Everything else is noise that fades.

At Stacksync we're not waiting to become successful. 
We've been operating at the standard that creates it.
The labels arrive when they arrive.",https://www.linkedin.com/posts/ruben-burdin_the-definition-of-a-successful-company-activity-7413973524555616256-80n1?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF42GoYBkrrTOUskGWZfkibuhBgBETymwaM,https://media.licdn.com/dms/image/v2/D4E22AQHbOD3i3iegyg/feedshare-shrink_160/B4EZuO5lq3HoAo-/0/1767629032334?e=1772668800&v=beta&t=fhYKIQa0sCMp7XjkBclD3dvPiq1vMzOdmV1OfIMnQVY,True,,0.0,0,
28,2026-01-09,UNKNOWN,27,5,1,33,Teacher,Founder Story,Personal Experience,Story → Lesson,There's a hierarchy that took us years to fully understand:,"There's a hierarchy that took us years to fully understand:
💰 Customer money beats investor money. 
🧑🏻‍💻 Product usage growth beats press coverage. 
📈 Profitability beats fundraising metrics. 
🚀 Week-over-week expansion beats vanity announcements.

We ran Stacksync for a year and a half before YC. 

No institutional backing.
Just customers who found enough value in what we built to pay for it. 

And then to use it more, and then to tell others.

You can't put enough money in marketing. 
You need real customers who pay for your product because they love it and use it daily.

A profitable company creates more value for people than it extracts from them. 

That's how markets work.

We've been operating on this hierarchy since the beginning.",https://www.linkedin.com/posts/ruben-burdin_theres-a-hierarchy-that-took-us-years-to-activity-7415499933346275328-SkzU?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF42GoYBkrrTOUskGWZfkibuhBgBETymwaM,,True,,0.0,0,
29,2026-01-29,UNKNOWN,25,5,2,32,Magician,Founder Story,Contrarian/Challenge,Story → Lesson,Fellow is a $100M+ coffee brand.,"Fellow is a $100M+ coffee brand.

You've probably seen their kettles.
Maybe own their grinder.
Definitely seen the awards.

But here's what nobody talks about:

73 rejections before anyone said yes.

The Kickstarter that cost more to fulfill than it raised.
($200k raised - $300K cost)

The 8 years of bootstrapping before a single institutional dollar.

And underneath all of it?

A data infrastructure that had to scale faster than anyone planned.

Arvind Jeyakumar built it.

Founding data member at Fellow.
Designed the systems from zero to $100M.

The quiet architect behind the visible brand.

---

I couldn't be more excited to have Arvind share his story at our event.

There's a reason companies like Fellow survive when others don't—and a lot of it comes down to people like him. Builders who figure it out when there's no playbook.

Feb 4th. San Francisco. Fellow HQ

If you want to hear the real story behind Fellow's infrastructure, this is your chance.

Limited spots. 
RSVP link in comments.",https://www.linkedin.com/posts/ruben-burdin_fellow-is-a-100m-coffee-brand-youve-activity-7422751124085993473-RR8e?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,https://media.licdn.com/dms/image/v2/D4D22AQFXiFZPkdWQmw/feedshare-shrink_800/B4DZwLo0FdJsAg-/0/1769721774841?e=1772668800&v=beta&t=pddP4VaCcyixH9N0v9qOUzV5hEpX0jQRQJHLh3osVJo,True,,0.0,0,
30,2026-01-22,UNKNOWN,23,6,2,31,Magician,Integration/Data,Contrarian/Challenge,Listicle/Breakdown,This guy runs the biggest startup podcast and a $400M fund.,"This guy runs the biggest startup podcast and a $400M fund.
He said Salesforce wins AI.
If he right, most companies aren't ready for it:

Here's the bottleneck nobody's talking about:
AI agents need real-time data to work.

Not just CRM data. Everything—ERP, finance, data warehouses, databases—all connected and in sync.

But most companies are running on: 

→ Batch syncs that update hourly—or worse, daily 
→ ERP data stuck in NetSuite or SAP 
→ Finance data that doesn't reconcile until month-end 
→ API rate limits throttling integrations at the worst times

AI on stale data = bad AI.

And even when the data is synced, you need workflows that actually let agents act on it.

That's exactly why we build Stacksync: Real-time sync across all your systems, with workflows that give AI agents something to work with.

But I'm curious: do you agree with Harry? Is distribution really all that matters in AI? 👀",https://www.linkedin.com/posts/ruben-burdin_this-guy-runs-the-biggest-startup-podcast-activity-7420149598481977345-2MRr?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,https://media.licdn.com/dms/image/v2/D4E22AQGMwhGTu7de_A/feedshare-shrink_160/B4EZvmqvcXHwAw-/0/1769101522968?e=1772668800&v=beta&t=ZpL_1TKCgosryVp1ASFqobh_WcbPyPlkTItGtlxgedk,True,,0.0,0,
31,2026-01-15,Ruben Burdin,18,8,2,28,Teacher,Integration/Data,Origin Story/Narrative,Story → Lesson,"I met Ruben Burdin yesterday and we had a really nice chat about a lot of things...apps, the marketplace, partners, champions, the community, and ofc a little bit of AI.","I met Ruben Burdin yesterday and we had a really nice chat about a lot of things...apps, the marketplace, partners, champions, the community, and ofc a little bit of AI.

He's CEO of Stacksync - Integration Cloud and while I haven't used it I could see the potential this brings to the ecosystem with managing data across tools at scale without dealing directly with API infrastructure (the two-way syncs are all managed through the UI).

There are a lot of projects that come to mind where this would have been a better path forward, it's exciting to see something like this in the marketplace.

If you're integrating data from other sources with HubSpot, it's worth checking out even if that's just to see what's possible when you connect data via API.",https://www.linkedin.com/posts/jnix284_i-met-ruben-burdin-yesterday-and-we-had-a-activity-7417564547009499137-G9w_?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD30W0IB23cOrr5FXrEYBnmoxsaIyrAoPbY,,True,,0.0,0,
